,Unnamed: 0,ID,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
32477,13794,0x2abe,36.0,4.0,Fog,High,1,Drinks,motorcycle,2.0,No,Metropolitian,35,20002.49198394426
32478,40893,0xde7b,28.0,4.8,Cloudy,High,0,Snack,motorcycle,1.0,No,Urban,22,20002.491983196327
32479,1855,0x566b,29.0,4.8,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Urban,27,20002.49198286704
32480,33767,0xd76c,31.0,4.4,Sandstorms,Jam,1,Drinks,scooter,2.0,No,Metropolitian,38,20002.49198286704
32481,389,0x4b8a,26.0,4.7,Sunny,Jam,2,Drinks,scooter,0.0,No,Urban,16,20002.491982841555
32482,39194,0xbc7e,21.0,4.9,Sunny,Low,2,Buffet,scooter,1.0,No,Urban,17,20002.491982841555
32483,18624,0x51d8,38.0,4.9,Stormy,Jam,2,Drinks,scooter,0.0,No,Metropolitian,26,20002.49197985788
32484,10578,0xa3a2,39.0,4.7,Windy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,20,20002.49197985788
32485,38055,0x4d2b,27.0,4.8,Sunny,Jam,1,Buffet,motorcycle,0.0,No,,20,20002.49197985788
32486,40880,0x5d2f,39.0,4.1,Fog,Jam,2,Snack,scooter,1.0,No,Urban,41,20002.49197985788
32487,17376,0x5601,37.0,4.6,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,27,20002.491853871354
32488,4997,0x27a9,34.0,4.6,Windy,High,1,Drinks,scooter,1.0,No,Urban,28,20002.491853871354
32489,20306,0x4338,39.0,4.6,Windy,Jam,2,Buffet,motorcycle,2.0,No,Urban,34,20002.491853871354
32490,19356,0xbcc4,25.0,5.0,Sunny,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.4918524022
32491,27962,0x82aa,35.0,4.7,Sunny,Medium,1,Buffet,scooter,1.0,No,Metropolitian,26,20002.4918524022
32492,23255,0xdfea,30.0,3.8,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,36,20002.49185149381
32493,14211,0x6734,23.0,4.7,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,13,20002.49185149381
32494,37564,0x735f,21.0,4.5,Stormy,Jam,2,Meal,scooter,1.0,No,Urban,25,20002.491851142815
32495,4769,0xdccb,21.0,5.0,Sandstorms,High,0,Meal,motorcycle,1.0,No,Metropolitian,31,20002.491851142815
32496,26400,0x8d2d,22.0,5.0,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,22,20002.49185075336
32497,4173,0x3198,37.0,4.8,Cloudy,Low,1,Snack,scooter,0.0,No,Metropolitian,28,20002.49185075336
32498,18919,0xa9e4,27.0,3.5,Sunny,Jam,0,Snack,motorcycle,2.0,Yes,Semi-Urban,48,20002.49184757418
32499,44603,0x7d9,25.0,4.1,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.49184757418
32500,34675,0xc98,34.0,4.6,Windy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,33,20002.491846454115
32501,24618,0x5d15,20.0,4.7,Sunny,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,24,20002.491846454115
32502,4946,0xcb89,30.0,4.1,Windy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,33,20002.491846454115
32503,41328,0xb755,38.0,4.1,Cloudy,Jam,2,Snack,motorcycle,3.0,No,Metropolitian,49,20002.491846454115
32504,6033,0x9be5,38.0,4.6,Cloudy,Medium,2,Drinks,scooter,1.0,No,Urban,15,20002.491846007862
32505,7619,0xd9cd,34.0,4.2,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.491846007862
32506,33919,0x722e,27.0,5.0,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,25,20002.491846007862
32507,19555,0xab36,37.0,4.4,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,44,20002.491844643733
32508,9689,0x84f3,28.0,5.0,Sandstorms,Low,1,Snack,scooter,0.0,No,Urban,15,20002.491844643733
32509,39874,0x8e0,,,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,33,20002.491844643733
32510,44250,0x593a,29.0,5.0,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,32,20002.491844013533
32511,37055,0x5710,32.0,5.0,Windy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,27,20002.491844013533
32512,34998,0xb74,31.0,4.6,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,32,20002.491844013533
32513,26732,0x3186,23.0,4.9,Sunny,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,28,20002.491844013533
32514,174,0x7ece,39.0,4.7,Fog,Jam,0,Buffet,motorcycle,1.0,Yes,Metropolitian,42,20002.491842874802
32515,18287,0x4d67,22.0,4.4,Windy,Low,0,Meal,motorcycle,1.0,No,Urban,17,20002.491842874802
32516,25675,0x5f2d,28.0,4.7,Windy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,27,20002.491842874802
32517,41520,0x8886,28.0,4.8,Cloudy,High,2,Buffet,scooter,0.0,No,Metropolitian,20,20002.491842823372
32518,36176,0x2254,29.0,4.6,Sandstorms,Jam,2,Meal,scooter,0.0,No,Metropolitian,10,20002.491842823372
32519,1538,0x1f25,39.0,4.8,Windy,Low,1,Snack,scooter,1.0,No,Metropolitian,23,20002.491840716462
32520,35060,0x79cb,26.0,4.5,Sunny,High,0,Snack,motorcycle,0.0,No,Metropolitian,41,20002.491840716462
32521,1363,0x99a9,33.0,4.5,Sunny,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,22,20002.491840716462
32522,37125,0xd015,20.0,4.8,Windy,Medium,0,Drinks,motorcycle,1.0,No,Urban,30,20002.491087681316
32523,21644,0xd5cf,34.0,4.9,Windy,High,2,Meal,motorcycle,1.0,No,Metropolitian,28,20002.491087681316
32524,18504,0x2ef6,35.0,5.0,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,30,20002.491087681316
32525,18908,0x3459,21.0,4.7,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,15,20002.491086330916
32526,680,0xce38,24.0,4.7,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,16,20002.491086330916
32527,13050,0xe206,36.0,3.7,Stormy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,39,20002.491086330916
32528,43032,0xd7b9,30.0,4.0,Fog,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,39,20002.49107915473
32529,36432,0x4da8,29.0,4.6,Stormy,Low,1,Buffet,scooter,0.0,No,Urban,11,20002.49107915473
32530,33276,0xdeaf,33.0,4.2,Windy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,36,20002.49107915473
32531,32934,0xd0da,,,Sandstorms,Low,1,Meal,scooter,1.0,No,Urban,12,20002.49107873462
32532,13689,0x4387,35.0,4.8,Cloudy,Jam,1,Meal,scooter,1.0,No,Urban,35,20002.49107873462
32533,406,0x96f0,26.0,5.0,Sandstorms,Medium,2,Meal,electric_scooter,1.0,No,Urban,24,20002.49107873462
32534,25582,0x28c4,27.0,4.7,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,22,20002.49107873462
32535,19456,0x1d4b,24.0,4.5,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,19,20002.49107839645
32536,23749,0x3b6c,36.0,4.9,Sunny,Medium,1,Buffet,scooter,1.0,No,Metropolitian,19,20002.49107839645
32537,1914,0x1476,33.0,4.7,Stormy,Medium,2,Snack,scooter,1.0,No,Metropolitian,26,20002.49107839645
32538,7263,0x1544,24.0,4.4,Cloudy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,40,20002.49107839645
32539,20238,0x119b,30.0,5.0,Stormy,High,2,Meal,scooter,1.0,No,Urban,25,20002.491078360148
32540,20583,0xbeb3,39.0,4.5,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,27,20002.491078360148
32541,29783,0xbe2,,,Sandstorms,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,43,20002.491078360148
32542,29566,0x8d5b,37.0,4.1,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Urban,36,20002.49107835247
32543,10728,0xbffc,50.0,6.0,,,3,Snack,scooter,0.0,No,Metropolitian,25,20002.49107835247
32544,33872,0xa1ab,39.0,4.7,Fog,Jam,1,Buffet,scooter,2.0,No,Metropolitian,41,20002.49107835247
32545,12067,0x863b,22.0,4.7,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,23,20002.491078183273
32546,2610,0x777c,34.0,4.6,Cloudy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,29,20002.491078183273
32547,38078,0x8182,33.0,4.8,Fog,Jam,0,Buffet,motorcycle,3.0,No,,46,20002.491078183273
32548,42522,0x71ac,28.0,4.6,Sunny,Medium,2,Snack,scooter,0.0,No,,13,20002.491078183273
32549,31845,0x55f,,,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,36,20002.491078183273
32550,11108,0x99a7,23.0,4.8,Stormy,Low,2,Buffet,scooter,0.0,No,Urban,13,20002.49107815953
32551,11156,0x8761,28.0,4.2,Windy,Jam,0,Snack,motorcycle,1.0,No,Urban,38,20002.49107815953
32552,32920,0x2033,37.0,4.9,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,30,20002.49107815953
32553,13422,0xbc11,37.0,3.7,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,37,20002.4910779182
32554,22963,0x15b9,29.0,4.6,Sunny,Medium,1,Drinks,scooter,1.0,No,Urban,17,20002.4910779182
32555,22063,0xd739,26.0,3.2,Sunny,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,38,20002.4910779182
32556,28483,0x88ac,23.0,4.6,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,19,20002.491077691764
32557,2832,0xd2e1,37.0,4.8,Sandstorms,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,26,20002.491077691764
32558,27128,0x5c44,29.0,4.9,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,20,20002.491077691764
32559,41810,0x1b9e,25.0,4.6,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,21,20002.491077447416
32560,3551,0x75da,28.0,4.6,Fog,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,29,20002.491077447416
32561,42570,0x27b2,31.0,4.9,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.491077447416
32562,43877,0x3e0d,28.0,4.5,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,20002.49103071144
32563,12541,0x1200,24.0,4.3,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,27,20002.49103071144
32564,31486,0xab26,29.0,4.0,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,33,20002.49103071144
32565,30881,0xbb9d,38.0,4.2,Fog,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,35,20002.49103071144
32566,37306,0xa8c7,24.0,4.6,Fog,High,2,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.49103071144
32567,3273,0xb512,29.0,4.7,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,17,20002.49103071144
32568,10014,0x8dab,22.0,4.9,Stormy,Jam,2,Drinks,scooter,0.0,No,Metropolitian,15,20002.49103071144
32569,15088,0xdee4,36.0,4.1,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,38,20002.49103071144
32570,18375,0xad6e,24.0,5.0,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,24,20002.49103071144
32571,44454,0x46b2,32.0,4.2,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,33,20002.49103071144
32572,24885,0x1e26,34.0,4.7,Sandstorms,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,49,20002.49103071144
32573,28884,0x8e9b,30.0,4.8,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,26,20002.49103071144
32574,5141,0x4d79,22.0,4.9,Stormy,High,1,Meal,scooter,1.0,No,Metropolitian,17,20002.49103071144
32575,27127,0x460a,39.0,5.0,Sunny,Medium,2,Meal,scooter,1.0,No,Metropolitian,23,20002.49103071144
32576,20195,0x7d57,24.0,5.0,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,16,20002.49103071144
32577,30581,0x1084,,,Stormy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,28,20002.49103071144
32578,44083,0xd9e9,35.0,4.8,Sunny,Medium,2,Snack,scooter,1.0,No,Metropolitian,19,20002.49102260668
32579,36218,0x105f,28.0,4.8,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,37,20002.49102260668
32580,20975,0x7b90,30.0,4.7,Cloudy,Low,2,Snack,motorcycle,0.0,No,Urban,18,20002.49102260668
32581,23736,0x29ff,25.0,4.6,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,27,20002.49102260668
32582,16589,0x51bb,29.0,4.9,Fog,High,1,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.49102260668
32583,30106,0x95bf,29.0,4.5,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,21,20002.49102260668
32584,25711,0x93df,23.0,4.2,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,38,20002.49102260668
32585,23064,0x4f7,,,,,3,Snack,electric_scooter,1.0,No,Metropolitian,29,20002.49102260668
32586,13156,0xa739,24.0,4.6,Fog,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,16,20002.49102260668
32587,35517,0x3097,36.0,3.8,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,32,20002.49102260668
32588,42089,0x2eba,34.0,4.9,Sunny,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,22,20002.491020925296
32589,22412,0xb60c,28.0,4.8,Fog,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,40,20002.491020925296
32590,26564,0x27c4,34.0,5.0,Cloudy,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,41,20002.491020925296
32591,19624,0x31b3,28.0,4.6,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,32,20002.491020925296
32592,45355,0x199f,28.0,4.7,Sandstorms,Low,1,Snack,motorcycle,0.0,No,,10,20002.491020925296
32593,20466,0x9b69,30.0,4.6,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,16,20002.491020925296
32594,19493,0x2aac,28.0,5.0,Cloudy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,28,20002.491020925296
32595,12251,0xcbc0,30.0,5.0,Sandstorms,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,25,20002.491020925296
32596,10179,0xbd83,20.0,4.7,Windy,High,2,Buffet,scooter,0.0,No,Metropolitian,10,20002.491020925296
32597,22318,0x642b,25.0,4.5,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,23,20002.491020925296
32598,44418,0x8374,33.0,4.9,Cloudy,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,28,20002.491020925296
32599,38578,0x8099,29.0,4.7,Sandstorms,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,29,20002.491020925296
32600,38402,0x315d,34.0,4.5,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,29,20002.491020925296
32601,11580,0x80ac,30.0,4.8,Windy,Medium,2,Drinks,scooter,0.0,No,,25,20002.491020925296
32602,19540,0x1239,20.0,4.8,Cloudy,Jam,1,Meal,scooter,0.0,No,Urban,38,20002.491020889447
32603,22918,0xcb74,39.0,4.6,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,15,20002.491020889447
32604,34148,0x5e00,21.0,4.6,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,23,20002.491020889447
32605,38213,0xa85d,20.0,4.5,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,18,20002.491020889447
32606,14901,0xa712,30.0,4.9,Sandstorms,Low,2,Meal,motorcycle,0.0,No,Metropolitian,21,20002.491020889447
32607,25275,0xc2f5,22.0,4.6,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,39,20002.491020889447
32608,3832,0x43b6,28.0,4.9,Stormy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,19,20002.491020889447
32609,32252,0x8964,25.0,4.8,Fog,Medium,2,Buffet,electric_scooter,1.0,No,Urban,17,20002.491020889447
32610,37544,0x94e2,21.0,5.0,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,16,20002.491020829082
32611,37044,0x3914,39.0,4.9,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.491020829082
32612,37726,0x8126,26.0,4.8,Sunny,High,1,Snack,scooter,0.0,No,Urban,13,20002.491020829082
32613,45145,0x7e89,25.0,4.6,Cloudy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,22,20002.491020829082
32614,23155,0xd5e8,21.0,4.9,Windy,Low,2,Snack,scooter,0.0,No,Metropolitian,16,20002.491020829082
32615,7415,0x5a0a,38.0,4.7,Stormy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,25,20002.491020829082
32616,36020,0x45a8,38.0,4.8,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,24,20002.491020829082
32617,6614,0x897a,31.0,3.8,Sandstorms,Jam,2,Drinks,scooter,1.0,Yes,Metropolitian,42,20002.491020829082
32618,27056,0x7d64,38.0,4.8,Fog,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,42,20002.491020829082
32619,16673,0x866b,27.0,4.0,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,38,20002.491020829082
32620,19459,0x56bf,24.0,4.6,Windy,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,11,20002.491020829082
32621,12265,0x143e,37.0,4.6,Fog,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,16,20002.491020829082
32622,10775,0x83fb,36.0,4.8,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,26,20002.491020829082
32623,19991,0xde7c,35.0,4.7,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,19,20002.491020772883
32624,15523,0xae64,37.0,4.8,Sunny,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,21,20002.491020772883
32625,30908,0x9dd5,37.0,4.6,Sunny,Medium,1,Drinks,scooter,0.0,No,Metropolitian,23,20002.491020772883
32626,14270,0xcc75,33.0,4.9,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,43,20002.491020772883
32627,25966,0xb060,38.0,5.0,Fog,Low,2,Meal,motorcycle,1.0,No,Metropolitian,19,20002.491020772883
32628,15042,0x73e0,23.0,4.6,Fog,Medium,2,Snack,scooter,1.0,No,Metropolitian,30,20002.491020772883
32629,35236,0x1574,31.0,4.4,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,38,20002.491020772883
32630,16654,0x8617,35.0,4.9,Fog,Low,0,Drinks,motorcycle,1.0,No,Urban,25,20002.491020772883
32631,31555,0x3bcc,20.0,5.0,Fog,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,32,20002.491020772883
32632,20954,0xaa42,38.0,4.7,Fog,Low,2,Buffet,scooter,0.0,No,Metropolitian,30,20002.491020772883
32633,28152,0xb0a7,22.0,4.8,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,22,20002.491020772883
32634,13869,0x3972,21.0,4.6,Sandstorms,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,11,20002.491020772883
32635,16998,0x27c6,20.0,4.8,Fog,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,23,20002.49102041301
32636,28783,0x6578,24.0,4.6,Fog,Medium,1,Buffet,scooter,1.0,No,Metropolitian,25,20002.49102041301
32637,27794,0xc736,35.0,4.5,Sunny,Jam,1,Snack,scooter,0.0,No,Metropolitian,18,20002.49102041301
32638,39464,0x6b8b,20.0,4.7,Stormy,Low,2,Buffet,electric_scooter,0.0,No,Urban,11,20002.49102041301
32639,20700,0x4979,36.0,4.9,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,27,20002.49102041301
32640,35948,0xdeb,,,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,42,20002.49102041301
32641,8275,0x85e2,32.0,4.8,Sandstorms,High,2,Snack,electric_scooter,1.0,No,Metropolitian,25,20002.49102041301
32642,9065,0x2df7,25.0,4.9,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,13,20002.49102041301
32643,2179,0x10a8,25.0,4.6,Windy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,18,20002.49102041301
32644,4557,0x4c20,22.0,4.6,Stormy,Jam,1,Buffet,motorcycle,0.0,No,Urban,17,20002.49102041301
32645,7812,0x8d3e,22.0,5.0,Sunny,Low,1,Buffet,scooter,1.0,No,Metropolitian,17,20002.49102041301
32646,39065,0xd7c8,24.0,4.7,Sunny,Jam,2,Drinks,motorcycle,,No,Urban,10,20002.49102041301
32647,23854,0x57eb,33.0,4.7,Sunny,Low,2,Buffet,scooter,1.0,No,Urban,19,20002.49102028604
32648,14534,0x347c,22.0,4.6,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,28,20002.49102028604
32649,33467,0x8662,33.0,4.4,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,33,20002.49102028604
32650,1132,0xb76c,37.0,4.0,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,39,20002.49102028604
32651,10521,0x2a9a,39.0,5.0,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,32,20002.49102028604
32652,22626,0x2b27,20.0,4.7,Cloudy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,38,20002.49102028604
32653,2871,0xa0a1,33.0,4.1,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,34,20002.49102028604
32654,12996,0x8db4,39.0,4.5,Windy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,26,20002.49102028604
32655,19164,0xd0d6,,,Windy,Medium,0,Snack,motorcycle,,No,Urban,33,20002.49102028604
32656,26536,0x5b23,35.0,4.2,Fog,Medium,1,Meal,motorcycle,1.0,No,Urban,33,20002.49102028604
32657,34540,0xac4f,37.0,4.7,Sandstorms,Medium,2,Snack,scooter,1.0,No,Urban,27,20002.49102028604
32658,21904,0x6a76,24.0,4.5,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Urban,27,20002.49102028604
32659,25792,0xb6d6,26.0,4.7,Cloudy,Low,1,Snack,scooter,1.0,No,Urban,25,20002.49102028604
32660,34681,0x7e4b,32.0,4.5,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.49102028604
32661,42445,0x9538,26.0,4.6,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,29,20002.49102028604
32662,9256,0xc476,35.0,4.8,Sandstorms,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,30,20002.49102002795
32663,12602,0xa14b,36.0,4.2,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,35,20002.49102002795
32664,29961,0xd510,25.0,4.5,Sandstorms,High,0,Meal,motorcycle,1.0,No,Urban,15,20002.49102002795
32665,32598,0xd630,34.0,4.6,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,24,20002.49102002795
32666,30099,0xb156,24.0,5.0,Windy,Low,2,Meal,scooter,0.0,No,Metropolitian,16,20002.49102002795
32667,24729,0x9a04,33.0,5.0,Cloudy,Jam,2,Buffet,motorcycle,2.0,Yes,Metropolitian,45,20002.49102002795
32668,15417,0xc148,24.0,4.1,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Urban,16,20002.49102002795
32669,1105,0x6d6c,35.0,4.8,Cloudy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,18,20002.49102002795
32670,17076,0x5ec2,27.0,4.4,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,36,20002.49102002795
32671,10195,0x8120,26.0,4.5,Sandstorms,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,20,20002.49102002795
32672,4956,0xfc0,28.0,4.9,Sunny,High,2,Snack,scooter,0.0,No,Metropolitian,14,20002.49102002795
32673,41075,0xc930,30.0,3.7,Cloudy,Low,2,Meal,scooter,0.0,No,Metropolitian,33,20002.49102002795
32674,19149,0xbac9,34.0,4.9,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,20,20002.49102002795
32675,20313,0x7492,28.0,4.8,Windy,Low,1,Buffet,scooter,0.0,No,Urban,13,20002.49101887748
32676,20058,0x2d92,36.0,4.9,Windy,Low,2,Drinks,scooter,1.0,No,Urban,16,20002.49101887748
32677,3696,0xc723,29.0,4.7,Fog,High,1,Buffet,scooter,0.0,No,Metropolitian,26,20002.49101887748
32678,40546,0x5746,30.0,4.1,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,31,20002.49101887748
32679,33396,0xde1d,21.0,4.6,Fog,High,2,Buffet,motorcycle,0.0,No,Metropolitian,33,20002.49101887748
32680,35219,0xd530,20.0,4.6,Windy,Medium,0,Buffet,motorcycle,1.0,No,Urban,21,20002.49101887748
32681,41933,0x92a,,,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,31,20002.49101887748
32682,43438,0x4714,21.0,4.5,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.49101887748
32683,20208,0x17cf,33.0,4.1,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,34,20002.49101887748
32684,27228,0xbd29,22.0,4.5,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,23,20002.49101887748
32685,41560,0xaaa2,34.0,4.6,Sunny,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,24,20002.49101887748
32686,20127,0x4ec8,27.0,4.6,Fog,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,15,20002.49101887748
32687,2176,0x98e3,26.0,4.6,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,27,20002.49101885505
32688,25242,0x736a,35.0,5.0,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,25,20002.49101885505
32689,19702,0xa883,39.0,4.1,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,44,20002.49101885505
32690,40695,0x5246,35.0,4.8,Sunny,Low,2,Meal,scooter,0.0,No,Metropolitian,18,20002.49101885505
32691,23816,0xc291,36.0,5.0,Sunny,Jam,2,Meal,scooter,0.0,No,Urban,23,20002.49101885505
32692,2787,0xc097,36.0,4.8,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,28,20002.49101885505
32693,12297,0x45c6,22.0,4.7,Windy,Jam,2,Snack,scooter,1.0,No,Urban,10,20002.49101885505
32694,1196,0x5a45,32.0,4.9,Sunny,High,0,Meal,motorcycle,1.0,No,Metropolitian,24,20002.49101885505
32695,18060,0x9943,20.0,4.8,Fog,Medium,1,Meal,motorcycle,0.0,No,Urban,15,20002.49101885505
32696,20331,0x888f,26.0,4.6,Sandstorms,Low,2,Drinks,scooter,0.0,No,Metropolitian,14,20002.49101885505
32697,40386,0x28fe,38.0,4.9,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,48,20002.49101885505
32698,37212,0x20e8,29.0,4.5,Sandstorms,Low,1,Snack,motorcycle,0.0,No,Metropolitian,11,20002.49101833479
32699,15514,0xa5bc,28.0,4.0,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,28,20002.49101833479
